Area_id,area,area_title,occ_title,tot_emp,h_mean,a_mean
375,21,Kentucky,"Education, Training, and Library Occupations","98,450",24.12,"50,170"
376,22,Louisiana,"Education, Training, and Library Occupations","118,790",21.53,"44,780"
377,23,Maine,"Education, Training, and Library Occupations","41,760",23.35,"48,560"
378,24,Maryland,"Education, Training, and Library Occupations","176,170",31.36,"65,230"
379,25,Massachusetts,"Education, Training, and Library Occupations","244,590",33.35,"69,360"
380,26,Michigan,"Education, Training, and Library Occupations","229,340",26.79,"55,730"
381,27,Minnesota,"Education, Training, and Library Occupations","166,300",27.12,"56,410"
382,28,Mississippi,"Education, Training, and Library Occupations","74,730",21.24,"44,170"
383,29,Missouri,"Education, Training, and Library Occupations","149,990",24.92,"51,840"
384,30,Montana,"Education, Training, and Library Occupations","29,290",20.73,"43,120"
385,31,Nebraska,"Education, Training, and Library Occupations","58,960",24.8,"51,590"
386,32,Nevada,"Education, Training, and Library Occupations","55,170",24.19,"50,320"
387,33,New Hampshire,"Education, Training, and Library Occupations","43,110",25.33,"52,690"
388,34,New Jersey,"Education, Training, and Library Occupations","292,700",29.02,"60,360"
389,35,New Mexico,"Education, Training, and Library Occupations","51,880",23.88,"49,670"
390,36,New York,"Education, Training, and Library Occupations","690,330",33.78,"70,260"
391,37,North Carolina,"Education, Training, and Library Occupations","277,400",23.6,"49,080"
392,38,North Dakota,"Education, Training, and Library Occupations","22,870",25.1,"52,200"
393,39,Ohio,"Education, Training, and Library Occupations","328,420",27.95,"58,130"
394,40,Oklahoma,"Education, Training, and Library Occupations","93,310",19.26,"40,050"
395,41,Oregon,"Education, Training, and Library Occupations","107,350",29.44,"61,240"
396,42,Pennsylvania,"Education, Training, and Library Occupations","337,680",28.78,"59,870"
397,44,Rhode Island,"Education, Training, and Library Occupations","33,260",31.62,"65,770"
398,45,South Carolina,"Education, Training, and Library Occupations","114,270",23.1,"48,050"
399,46,South Dakota,"Education, Training, and Library Occupations","24,710",20.32,"42,270"
400,47,Tennessee,"Education, Training, and Library Occupations","155,930",24.02,"49,960"
401,48,Texas,"Education, Training, and Library Occupations","764,380",24.93,"51,850"
402,49,Utah,"Education, Training, and Library Occupations","89,670",25.42,"52,870"
403,50,Vermont,"Education, Training, and Library Occupations","25,940",26.63,"55,400"
404,51,Virginia,"Education, Training, and Library Occupations","245,270",27.44,"57,080"
405,53,Washington,"Education, Training, and Library Occupations","188,000",27.19,"56,560"
406,54,West Virginia,"Education, Training, and Library Occupations","44,840",20.89,"43,460"
407,55,Wisconsin,"Education, Training, and Library Occupations","165,060",24.49,"50,950"
408,56,Wyoming,"Education, Training, and Library Occupations","19,500",23.75,"49,400"
409,1,Alabama,"Arts, Design, Entertainment, Sports, and Media Occupations","17,700",22.22,"46,220"
410,2,Alaska,"Arts, Design, Entertainment, Sports, and Media Occupations","3,430",26.59,"55,300"
411,4,Arizona,"Arts, Design, Entertainment, Sports, and Media Occupations","31,360",26.16,"54,410"
412,5,Arkansas,"Arts, Design, Entertainment, Sports, and Media Occupations","9,370",22.42,"46,640"
413,6,California,"Arts, Design, Entertainment, Sports, and Media Occupations","307,070",34.97,"72,750"
414,8,Colorado,"Arts, Design, Entertainment, Sports, and Media Occupations","40,640",26.55,"55,230"
415,9,Connecticut,"Arts, Design, Entertainment, Sports, and Media Occupations","21,880",30.47,"63,380"
416,10,Delaware,"Arts, Design, Entertainment, Sports, and Media Occupations","4,220",23.8,"49,500"
417,11,District of Columbia,"Arts, Design, Entertainment, Sports, and Media Occupations","37,470",45.73,"95,130"
418,12,Florida,"Arts, Design, Entertainment, Sports, and Media Occupations","105,100",24.83,"51,650"
419,13,Georgia,"Arts, Design, Entertainment, Sports, and Media Occupations","61,040",26.37,"54,850"
420,15,Hawaii,"Arts, Design, Entertainment, Sports, and Media Occupations","9,100",26.86,"55,860"
421,16,Idaho,"Arts, Design, Entertainment, Sports, and Media Occupations","8,120",20.6,"42,850"
422,17,Illinois,"Arts, Design, Entertainment, Sports, and Media Occupations","74,740",25.83,"53,730"
423,18,Indiana,"Arts, Design, Entertainment, Sports, and Media Occupations","30,630",22.72,"47,260"
424,19,Iowa,"Arts, Design, Entertainment, Sports, and Media Occupations","19,140",19.73,"41,030"
425,20,Kansas,"Arts, Design, Entertainment, Sports, and Media Occupations","16,980",21.54,"44,810"
426,21,Kentucky,"Arts, Design, Entertainment, Sports, and Media Occupations","17,130",21.51,"44,750"
427,22,Louisiana,"Arts, Design, Entertainment, Sports, and Media Occupations","16,850",23.41,"48,690"
428,23,Maine,"Arts, Design, Entertainment, Sports, and Media Occupations","7,700",21.62,"44,970"
429,24,Maryland,"Arts, Design, Entertainment, Sports, and Media Occupations","32,110",28.17,"58,590"
430,25,Massachusetts,"Arts, Design, Entertainment, Sports, and Media Occupations","51,750",30.97,"64,420"
431,26,Michigan,"Arts, Design, Entertainment, Sports, and Media Occupations","53,470",25.27,"52,560"
432,27,Minnesota,"Arts, Design, Entertainment, Sports, and Media Occupations","39,670",26.34,"54,790"
433,28,Mississippi,"Arts, Design, Entertainment, Sports, and Media Occupations","8,140",22.35,"46,480"
434,29,Missouri,"Arts, Design, Entertainment, Sports, and Media Occupations","35,960",24.28,"50,500"
435,30,Montana,"Arts, Design, Entertainment, Sports, and Media Occupations","6,120",18.17,"37,800"
436,31,Nebraska,"Arts, Design, Entertainment, Sports, and Media Occupations","11,100",21.89,"45,520"
437,32,Nevada,"Arts, Design, Entertainment, Sports, and Media Occupations","19,150",25.88,"53,840"
438,33,New Hampshire,"Arts, Design, Entertainment, Sports, and Media Occupations","6,920",24.2,"50,340"
439,34,New Jersey,"Arts, Design, Entertainment, Sports, and Media Occupations","47,900",29.39,"61,130"
440,35,New Mexico,"Arts, Design, Entertainment, Sports, and Media Occupations","8,490",25.54,"53,120"
441,36,New York,"Arts, Design, Entertainment, Sports, and Media Occupations","207,900",38.4,"79,870"
442,37,North Carolina,"Arts, Design, Entertainment, Sports, and Media Occupations","42,100",26.5,"55,120"
443,38,North Dakota,"Arts, Design, Entertainment, Sports, and Media Occupations","5,190",20.62,"42,880"
444,39,Ohio,"Arts, Design, Entertainment, Sports, and Media Occupations","62,350",23.62,"49,130"
445,40,Oklahoma,"Arts, Design, Entertainment, Sports, and Media Occupations","15,080",20.46,"42,560"
446,41,Oregon,"Arts, Design, Entertainment, Sports, and Media Occupations","30,730",27.11,"56,390"
447,42,Pennsylvania,"Arts, Design, Entertainment, Sports, and Media Occupations","60,770",24.56,"51,080"
448,44,Rhode Island,"Arts, Design, Entertainment, Sports, and Media Occupations","7,030",28.3,"58,870"
449,45,South Carolina,"Arts, Design, Entertainment, Sports, and Media Occupations","18,760",23.34,"48,550"
450,46,South Dakota,"Arts, Design, Entertainment, Sports, and Media Occupations","5,430",18.35,"38,170"
451,47,Tennessee,"Arts, Design, Entertainment, Sports, and Media Occupations","31,960",25.56,"53,170"
452,48,Texas,"Arts, Design, Entertainment, Sports, and Media Occupations","137,980",25.73,"53,520"
453,49,Utah,"Arts, Design, Entertainment, Sports, and Media Occupations","23,000",23.9,"49,710"
454,50,Vermont,"Arts, Design, Entertainment, Sports, and Media Occupations","5,970",22.77,"47,360"
455,51,Virginia,"Arts, Design, Entertainment, Sports, and Media Occupations","48,600",28.82,"59,950"
456,53,Washington,"Arts, Design, Entertainment, Sports, and Media Occupations","48,520",28.15,"58,560"
457,54,West Virginia,"Arts, Design, Entertainment, Sports, and Media Occupations","4,680",21.43,"44,570"
458,55,Wisconsin,"Arts, Design, Entertainment, Sports, and Media Occupations","31,970",22.22,"46,230"
459,56,Wyoming,"Arts, Design, Entertainment, Sports, and Media Occupations","2,730",20.65,"42,940"
460,1,Alabama,Healthcare Practitioners and Technical Occupations,"131,000",32.26,"67,090"
461,2,Alaska,Healthcare Practitioners and Technical Occupations,"17,750",48.27,"100,400"
462,4,Arizona,Healthcare Practitioners and Technical Occupations,"161,490",40.4,"84,030"
463,5,Arkansas,Healthcare Practitioners and Technical Occupations,"80,890",32.25,"67,080"
464,6,California,Healthcare Practitioners and Technical Occupations,"838,440",47.55,"98,910"
465,8,Colorado,Healthcare Practitioners and Technical Occupations,"146,200",40.35,"83,930"
466,9,Connecticut,Healthcare Practitioners and Technical Occupations,"102,710",45.66,"94,980"
467,10,Delaware,Healthcare Practitioners and Technical Occupations,"31,680",42.08,"87,520"
468,11,District of Columbia,Healthcare Practitioners and Technical Occupations,"32,710",46.99,"97,740"
469,12,Florida,Healthcare Practitioners and Technical Occupations,"532,310",36.38,"75,680"
470,13,Georgia,Healthcare Practitioners and Technical Occupations,"247,850",36.39,"75,690"
471,15,Hawaii,Healthcare Practitioners and Technical Occupations,"31,660",47.05,"97,870"
472,16,Idaho,Healthcare Practitioners and Technical Occupations,"40,080",37.27,"77,510"
473,17,Illinois,Healthcare Practitioners and Technical Occupations,"354,250",38.3,"79,660"
474,18,Indiana,Healthcare Practitioners and Technical Occupations,"195,120",36.54,"76,000"
475,19,Iowa,Healthcare Practitioners and Technical Occupations,"87,560",35.31,"73,450"
476,20,Kansas,Healthcare Practitioners and Technical Occupations,"81,700",33.45,"69,570"
477,21,Kentucky,Healthcare Practitioners and Technical Occupations,"124,270",33.83,"70,370"
478,22,Louisiana,Healthcare Practitioners and Technical Occupations,"131,860",31.57,"65,660"
479,23,Maine,Healthcare Practitioners and Technical Occupations,"41,280",40.35,"83,920"
480,24,Maryland,Healthcare Practitioners and Technical Occupations,"173,210",42.55,"88,500"
481,25,Massachusetts,Healthcare Practitioners and Technical Occupations,"242,690",46.92,"97,600"
482,26,Michigan,Healthcare Practitioners and Technical Occupations,"283,410",38.29,"79,650"
483,27,Minnesota,Healthcare Practitioners and Technical Occupations,"190,720",42.96,"89,360"
484,28,Mississippi,Healthcare Practitioners and Technical Occupations,"79,780",30.86,"64,190"
485,29,Missouri,Healthcare Practitioners and Technical Occupations,"191,550",34.67,"72,120"
486,30,Montana,Healthcare Practitioners and Technical Occupations,"30,360",37.63,"78,270"
487,31,Nebraska,Healthcare Practitioners and Technical Occupations,"62,770",35.96,"74,800"
488,32,Nevada,Healthcare Practitioners and Technical Occupations,"62,820",43.18,"89,820"
489,33,New Hampshire,Healthcare Practitioners and Technical Occupations,"39,380",43.63,"90,760"
490,34,New Jersey,Healthcare Practitioners and Technical Occupations,"236,330",45.08,"93,760"
491,35,New Mexico,Healthcare Practitioners and Technical Occupations,"46,930",37.74,"78,500"
492,36,New York,Healthcare Practitioners and Technical Occupations,"545,670",43.53,"90,540"
493,37,North Carolina,Healthcare Practitioners and Technical Occupations,"278,880",36.61,"76,140"
494,38,North Dakota,Healthcare Practitioners and Technical Occupations,"25,810",35.72,"74,290"
495,39,Ohio,Healthcare Practitioners and Technical Occupations,"362,550",37.33,"77,650"
496,40,Oklahoma,Healthcare Practitioners and Technical Occupations,"97,030",33.33,"69,320"
497,41,Oregon,Healthcare Practitioners and Technical Occupations,"102,780",45.64,"94,940"
498,42,Pennsylvania,Healthcare Practitioners and Technical Occupations,"408,340",36.47,"75,860"
499,44,Rhode Island,Healthcare Practitioners and Technical Occupations,"33,110",43.37,"90,220"
500,45,South Carolina,Healthcare Practitioners and Technical Occupations,"125,690",35.12,"73,040"
501,46,South Dakota,Healthcare Practitioners and Technical Occupations,"31,250",34.32,"71,380"
502,47,Tennessee,Healthcare Practitioners and Technical Occupations,"195,400",33.71,"70,110"
503,48,Texas,Healthcare Practitioners and Technical Occupations,"679,150",37.54,"78,070"
504,49,Utah,Healthcare Practitioners and Technical Occupations,"69,840",36.93,"76,810"
505,50,Vermont,Healthcare Practitioners and Technical Occupations,"19,180",39.89,"82,970"
506,51,Virginia,Healthcare Practitioners and Technical Occupations,"210,960",39.35,"81,840"
507,53,Washington,Healthcare Practitioners and Technical Occupations,"165,250",44.16,"91,840"
508,54,West Virginia,Healthcare Practitioners and Technical Occupations,"59,000",32.91,"68,460"
509,55,Wisconsin,Healthcare Practitioners and Technical Occupations,"171,400",38.25,"79,560"
510,56,Wyoming,Healthcare Practitioners and Technical Occupations,"14,690",38.67,"80,430"
511,1,Alabama,Healthcare Support Occupations,"53,630",13.19,"27,440"
512,2,Alaska,Healthcare Support Occupations,"7,900",21.73,"45,190"
513,4,Arizona,Healthcare Support Occupations,"73,620",15.8,"32,860"
514,5,Arkansas,Healthcare Support Occupations,"35,760",13.45,"27,970"
515,6,California,Healthcare Support Occupations,"364,220",18.46,"38,390"
516,8,Colorado,Healthcare Support Occupations,"65,740",17.07,"35,510"
517,9,Connecticut,Healthcare Support Occupations,"50,980",17.3,"35,980"
518,10,Delaware,Healthcare Support Occupations,"12,390",16.26,"33,820"
519,11,District of Columbia,Healthcare Support Occupations,"14,180",16.38,"34,070"
520,12,Florida,Healthcare Support Occupations,"252,750",15.12,"31,440"
521,13,Georgia,Healthcare Support Occupations,"103,640",14.38,"29,910"
522,15,Hawaii,Healthcare Support Occupations,"19,630",17.66,"36,730"
523,16,Idaho,Healthcare Support Occupations,"19,600",14.69,"30,560"
524,17,Illinois,Healthcare Support Occupations,"165,730",15.51,"32,250"
525,18,Indiana,Healthcare Support Occupations,"81,820",14.92,"31,040"
526,19,Iowa,Healthcare Support Occupations,"40,040",15.48,"32,210"
527,20,Kansas,Healthcare Support Occupations,"40,090",14.14,"29,420"
528,21,Kentucky,Healthcare Support Occupations,"52,600",14.6,"30,360"
529,22,Louisiana,Healthcare Support Occupations,"56,780",12.78,"26,580"
530,23,Maine,Healthcare Support Occupations,"21,010",15.43,"32,100"
531,24,Maryland,Healthcare Support Occupations,"74,760",16.46,"34,240"
532,25,Massachusetts,Healthcare Support Occupations,"106,220",17.82,"37,070"
533,26,Michigan,Healthcare Support Occupations,"136,180",15,"31,200"
534,27,Minnesota,Healthcare Support Occupations,"83,380",17.23,"35,840"
535,28,Mississippi,Healthcare Support Occupations,"31,110",12.37,"25,720"
536,29,Missouri,Healthcare Support Occupations,"83,920",14.08,"29,280"
537,30,Montana,Healthcare Support Occupations,"12,900",14.77,"30,720"
538,31,Nebraska,Healthcare Support Occupations,"28,160",14.8,"30,790"
539,32,Nevada,Healthcare Support Occupations,"26,250",17.16,"35,700"
540,33,New Hampshire,Healthcare Support Occupations,"16,020",17.3,"35,980"
541,34,New Jersey,Healthcare Support Occupations,"158,300",15.36,"31,940"
542,35,New Mexico,Healthcare Support Occupations,"25,130",14.31,"29,760"
543,36,New York,Healthcare Support Occupations,"376,080",15.53,"32,310"
544,37,North Carolina,Healthcare Support Occupations,"147,300",13.8,"28,710"
545,38,North Dakota,Healthcare Support Occupations,"11,140",17.03,"35,430"
546,39,Ohio,Healthcare Support Occupations,"188,930",14.27,"29,680"
547,40,Oklahoma,Healthcare Support Occupations,"46,410",14.04,"29,190"
548,41,Oregon,Healthcare Support Occupations,"52,740",17.91,"37,250"
549,42,Pennsylvania,Healthcare Support Occupations,"186,460",15.34,"31,910"
550,44,Rhode Island,Healthcare Support Occupations,"18,100",16.65,"34,630"
551,45,South Carolina,Healthcare Support Occupations,"54,750",13.98,"29,070"
552,46,South Dakota,Healthcare Support Occupations,"11,030",14.23,"29,590"
553,47,Tennessee,Healthcare Support Occupations,"73,460",14.79,"30,770"
554,48,Texas,Healthcare Support Occupations,"313,840",14.7,"30,590"
555,49,Utah,Healthcare Support Occupations,"34,040",14.99,"31,180"
556,50,Vermont,Healthcare Support Occupations,"6,580",16.66,"34,660"
557,51,Virginia,Healthcare Support Occupations,"95,490",15.71,"32,680"
558,53,Washington,Healthcare Support Occupations,"87,340",18.22,"37,900"
559,54,West Virginia,Healthcare Support Occupations,"21,540",13.55,"28,190"
560,55,Wisconsin,Healthcare Support Occupations,"71,290",15.75,"32,760"
561,56,Wyoming,Healthcare Support Occupations,"6,510",15.83,"32,940"
562,1,Alabama,Protective Service Occupations,"44,520",18.49,"38,450"
563,2,Alaska,Protective Service Occupations,"7,900",29.63,"61,630"
564,4,Arizona,Protective Service Occupations,"77,880",22.79,"47,390"
565,5,Arkansas,Protective Service Occupations,"27,470",18.07,"37,590"
566,6,California,Protective Service Occupations,"386,370",29.4,"61,150"
567,8,Colorado,Protective Service Occupations,"59,080",24.04,"50,010"
568,9,Connecticut,Protective Service Occupations,"35,380",26.67,"55,470"
569,10,Delaware,Protective Service Occupations,"9,780",21.58,"44,890"
570,11,District of Columbia,Protective Service Occupations,"27,440",31.28,"65,060"
571,12,Florida,Protective Service Occupations,"235,400",20.82,"43,310"
572,13,Georgia,Protective Service Occupations,"106,440",18.99,"39,510"
573,15,Hawaii,Protective Service Occupations,"20,380",23.96,"49,850"
574,16,Idaho,Protective Service Occupations,"13,330",21.02,"43,720"
575,17,Illinois,Protective Service Occupations,"151,070",25.84,"53,750"
576,18,Indiana,Protective Service Occupations,"59,710",19.99,"41,570"
577,19,Iowa,Protective Service Occupations,"22,830",21.4,"44,520"
578,20,Kansas,Protective Service Occupations,"28,870",19.59,"40,750"
579,21,Kentucky,Protective Service Occupations,"38,420",17.44,"36,270"
580,22,Louisiana,Protective Service Occupations,"57,310",17.88,"37,190"
581,23,Maine,Protective Service Occupations,"11,950",19.92,"41,440"
582,24,Maryland,Protective Service Occupations,"73,200",24.76,"51,500"
583,25,Massachusetts,Protective Service Occupations,"77,220",27.39,"56,970"
584,26,Michigan,Protective Service Occupations,"77,370",20.9,"43,480"
585,27,Minnesota,Protective Service Occupations,"44,390",24.22,"50,380"
586,28,Mississippi,Protective Service Occupations,"32,290",15.9,"33,080"
587,29,Missouri,Protective Service Occupations,"59,880",20.91,"43,480"
588,30,Montana,Protective Service Occupations,"7,900",22.08,"45,930"
589,31,Nebraska,Protective Service Occupations,"16,260",21.5,"44,710"
590,32,Nevada,Protective Service Occupations,"42,650",21.42,"44,550"
591,33,New Hampshire,Protective Service Occupations,"11,710",24.3,"50,550"
592,34,New Jersey,Protective Service Occupations,"109,980",27.68,"57,570"
593,35,New Mexico,Protective Service Occupations,"25,660",20.28,"42,190"
594,36,New York,Protective Service Occupations,"313,240",26.38,"54,870"
595,37,North Carolina,Protective Service Occupations,"100,080",19.17,"39,870"
596,38,North Dakota,Protective Service Occupations,"6,760",22.92,"47,680"
597,39,Ohio,Protective Service Occupations,"119,660",21.45,"44,620"
598,40,Oklahoma,Protective Service Occupations,"36,310",19.89,"41,360"
599,41,Oregon,Protective Service Occupations,"32,850",25,"52,000"
600,42,Pennsylvania,Protective Service Occupations,"129,090",22.05,"45,870"
601,44,Rhode Island,Protective Service Occupations,"12,490",24.04,"50,000"
602,45,South Carolina,Protective Service Occupations,"47,820",18.59,"38,670"
603,46,South Dakota,Protective Service Occupations,"6,630",20.11,"41,820"
604,47,Tennessee,Protective Service Occupations,"70,840",18.87,"39,240"
605,48,Texas,Protective Service Occupations,"291,740",22.04,"45,840"
606,49,Utah,Protective Service Occupations,"22,540",20.37,"42,370"
607,50,Vermont,Protective Service Occupations,"5,400",21.64,"45,020"
608,51,Virginia,Protective Service Occupations,"103,270",23.02,"47,880"
609,53,Washington,Protective Service Occupations,"66,080",28.53,"59,340"
610,54,West Virginia,Protective Service Occupations,"14,780",17.61,"36,620"
611,55,Wisconsin,Protective Service Occupations,"51,900",21.47,"44,650"
612,56,Wyoming,Protective Service Occupations,"5,900",21.89,"45,520"
613,1,Alabama,Food Preparation and Serving Related Occupations,"178,590",10.28,"21,380"
614,2,Alaska,Food Preparation and Serving Related Occupations,"27,030",13.84,"28,780"
615,4,Arizona,Food Preparation and Serving Related Occupations,"264,850",13.21,"27,470"
616,5,Arkansas,Food Preparation and Serving Related Occupations,"108,860",10.52,"21,880"
617,6,California,Food Preparation and Serving Related Occupations,"1,594,570",13.91,"28,930"
618,8,Colorado,Food Preparation and Serving Related Occupations,"255,250",13.12,"27,300"
619,9,Connecticut,Food Preparation and Serving Related Occupations,"138,740",13.85,"28,810"
620,10,Delaware,Food Preparation and Serving Related Occupations,"43,390",12.13,"25,230"
621,11,District of Columbia,Food Preparation and Serving Related Occupations,"59,210",18.02,"37,480"
622,12,Florida,Food Preparation and Serving Related Occupations,"933,780",12.25,"25,470"
623,13,Georgia,Food Preparation and Serving Related Occupations,"418,900",10.35,"21,520"
624,15,Hawaii,Food Preparation and Serving Related Occupations,"85,770",17.94,"37,320"
625,16,Idaho,Food Preparation and Serving Related Occupations,"63,620",10.68,"22,210"
626,17,Illinois,Food Preparation and Serving Related Occupations,"506,720",11.75,"24,440"
627,18,Indiana,Food Preparation and Serving Related Occupations,"280,950",10.71,"22,280"
628,19,Iowa,Food Preparation and Serving Related Occupations,"132,460",11.07,"23,020"
629,20,Kansas,Food Preparation and Serving Related Occupations,"122,590",10.45,"21,740"
630,21,Kentucky,Food Preparation and Serving Related Occupations,"177,500",10.31,"21,450"
631,22,Louisiana,Food Preparation and Serving Related Occupations,"188,490",10.09,"20,980"
632,23,Maine,Food Preparation and Serving Related Occupations,"56,960",12.97,"26,970"
633,24,Maryland,Food Preparation and Serving Related Occupations,"225,040",12.54,"26,090"
634,25,Massachusetts,Food Preparation and Serving Related Occupations,"307,710",14.89,"30,960"
635,26,Michigan,Food Preparation and Serving Related Occupations,"392,990",11.7,"24,340"
636,27,Minnesota,Food Preparation and Serving Related Occupations,"242,170",12.87,"26,770"
637,28,Mississippi,Food Preparation and Serving Related Occupations,"102,770",10.16,"21,130"
638,29,Missouri,Food Preparation and Serving Related Occupations,"264,450",11.18,"23,250"
639,30,Montana,Food Preparation and Serving Related Occupations,"51,120",11.32,"23,550"
640,31,Nebraska,Food Preparation and Serving Related Occupations,"82,880",11.91,"24,780"
641,32,Nevada,Food Preparation and Serving Related Occupations,"188,280",12.92,"26,880"
642,33,New Hampshire,Food Preparation and Serving Related Occupations,"58,500",12.31,"25,600"
643,34,New Jersey,Food Preparation and Serving Related Occupations,"307,540",13.13,"27,300"
644,35,New Mexico,Food Preparation and Serving Related Occupations,"83,420",10.6,"22,060"
645,36,New York,Food Preparation and Serving Related Occupations,"773,400",14.91,"31,000"
646,37,North Carolina,Food Preparation and Serving Related Occupations,"426,490",10.94,"22,760"
647,38,North Dakota,Food Preparation and Serving Related Occupations,"34,800",12.15,"25,270"
648,39,Ohio,Food Preparation and Serving Related Occupations,"505,450",11.11,"23,100"
649,40,Oklahoma,Food Preparation and Serving Related Occupations,"158,940",10.31,"21,450"
650,41,Oregon,Food Preparation and Serving Related Occupations,"183,200",13.31,"27,690"
651,42,Pennsylvania,Food Preparation and Serving Related Occupations,"505,080",11.73,"24,400"
652,44,Rhode Island,Food Preparation and Serving Related Occupations,"49,510",13.59,"28,260"
653,45,South Carolina,Food Preparation and Serving Related Occupations,"209,530",10.53,"21,910"
654,46,South Dakota,Food Preparation and Serving Related Occupations,"41,760",11.16,"23,210"
655,47,Tennessee,Food Preparation and Serving Related Occupations,"277,940",10.53,"21,900"
656,48,Texas,Food Preparation and Serving Related Occupations,"1,161,420",11.47,"23,860"
657,49,Utah,Food Preparation and Serving Related Occupations,"111,300",11.32,"23,540"
658,50,Vermont,Food Preparation and Serving Related Occupations,"26,560",15.07,"31,330"
659,51,Virginia,Food Preparation and Serving Related Occupations,"335,430",11.67,"24,280"
660,53,Washington,Food Preparation and Serving Related Occupations,"294,260",15.23,"31,670"
661,54,West Virginia,Food Preparation and Serving Related Occupations,"63,300",10.98,"22,840"
662,55,Wisconsin,Food Preparation and Serving Related Occupations,"245,820",11.19,"23,270"
663,56,Wyoming,Food Preparation and Serving Related Occupations,"25,310",11.98,"24,920"
664,1,Alabama,Building and Grounds Cleaning and Maintenance Occupations,"58,310",12.29,"25,560"
665,2,Alaska,Building and Grounds Cleaning and Maintenance Occupations,"9,580",16.96,"35,280"
666,4,Arizona,Building and Grounds Cleaning and Maintenance Occupations,"84,740",13.55,"28,180"
667,5,Arkansas,Building and Grounds Cleaning and Maintenance Occupations,"34,610",11.92,"24,800"
668,6,California,Building and Grounds Cleaning and Maintenance Occupations,"481,580",16.6,"34,530"
669,8,Colorado,Building and Grounds Cleaning and Maintenance Occupations,"83,120",15.01,"31,220"
670,9,Connecticut,Building and Grounds Cleaning and Maintenance Occupations,"56,620",16.93,"35,210"
671,10,Delaware,Building and Grounds Cleaning and Maintenance Occupations,"15,980",14.46,"30,080"
672,11,District of Columbia,Building and Grounds Cleaning and Maintenance Occupations,"22,700",16.91,"35,180"
673,12,Florida,Building and Grounds Cleaning and Maintenance Occupations,"329,130",13.01,"27,060"
674,13,Georgia,Building and Grounds Cleaning and Maintenance Occupations,"112,340",12.69,"26,400"
675,15,Hawaii,Building and Grounds Cleaning and Maintenance Occupations,"37,720",17.18,"35,730"
676,16,Idaho,Building and Grounds Cleaning and Maintenance Occupations,"23,650",13.36,"27,780"
677,17,Illinois,Building and Grounds Cleaning and Maintenance Occupations,"165,460",15,"31,190"
678,18,Indiana,Building and Grounds Cleaning and Maintenance Occupations,"85,850",13.26,"27,570"
679,19,Iowa,Building and Grounds Cleaning and Maintenance Occupations,"47,000",13.75,"28,610"
680,20,Kansas,Building and Grounds Cleaning and Maintenance Occupations,"40,390",13.37,"27,800"
681,21,Kentucky,Building and Grounds Cleaning and Maintenance Occupations,"50,390",12.91,"26,850"
682,22,Louisiana,Building and Grounds Cleaning and Maintenance Occupations,"57,050",11.36,"23,620"
683,23,Maine,Building and Grounds Cleaning and Maintenance Occupations,"22,190",14.56,"30,280"
684,24,Maryland,Building and Grounds Cleaning and Maintenance Occupations,"85,930",14.81,"30,810"
685,25,Massachusetts,Building and Grounds Cleaning and Maintenance Occupations,"105,470",17.74,"36,900"
686,26,Michigan,Building and Grounds Cleaning and Maintenance Occupations,"124,690",13.76,"28,630"
687,27,Minnesota,Building and Grounds Cleaning and Maintenance Occupations,"85,820",15.85,"32,970"
688,28,Mississippi,Building and Grounds Cleaning and Maintenance Occupations,"35,550",11.34,"23,600"
689,29,Missouri,Building and Grounds Cleaning and Maintenance Occupations,"86,410",13.59,"28,280"
690,30,Montana,Building and Grounds Cleaning and Maintenance Occupations,"19,970",14.16,"29,450"
691,31,Nebraska,Building and Grounds Cleaning and Maintenance Occupations,"28,720",13.85,"28,800"
692,32,Nevada,Building and Grounds Cleaning and Maintenance Occupations,"70,830",15.11,"31,420"
693,33,New Hampshire,Building and Grounds Cleaning and Maintenance Occupations,"21,440",15.05,"31,300"
694,34,New Jersey,Building and Grounds Cleaning and Maintenance Occupations,"126,130",15.49,"32,220"
695,35,New Mexico,Building and Grounds Cleaning and Maintenance Occupations,"25,320",12.41,"25,810"
696,36,New York,Building and Grounds Cleaning and Maintenance Occupations,"310,580",17.54,"36,470"
697,37,North Carolina,Building and Grounds Cleaning and Maintenance Occupations,"133,890",12.6,"26,200"
698,38,North Dakota,Building and Grounds Cleaning and Maintenance Occupations,"13,980",15.35,"31,930"
699,39,Ohio,Building and Grounds Cleaning and Maintenance Occupations,"157,240",13.68,"28,460"
700,40,Oklahoma,Building and Grounds Cleaning and Maintenance Occupations,"43,990",12.06,"25,090"
701,41,Oregon,Building and Grounds Cleaning and Maintenance Occupations,"55,190",14.95,"31,100"
702,42,Pennsylvania,Building and Grounds Cleaning and Maintenance Occupations,"168,930",14.07,"29,260"
703,44,Rhode Island,Building and Grounds Cleaning and Maintenance Occupations,"15,600",15.79,"32,850"
704,45,South Carolina,Building and Grounds Cleaning and Maintenance Occupations,"70,960",12.1,"25,170"
705,46,South Dakota,Building and Grounds Cleaning and Maintenance Occupations,"16,750",12.83,"26,680"
706,47,Tennessee,Building and Grounds Cleaning and Maintenance Occupations,"81,360",12.62,"26,240"
707,48,Texas,Building and Grounds Cleaning and Maintenance Occupations,"334,620",12.6,"26,200"
708,49,Utah,Building and Grounds Cleaning and Maintenance Occupations,"44,540",13.14,"27,330"
709,50,Vermont,Building and Grounds Cleaning and Maintenance Occupations,"10,530",15.57,"32,390"
