Area_id,area,area_title,occ_title,tot_emp,h_mean,a_mean
710,51,Virginia,Building and Grounds Cleaning and Maintenance Occupations,"126,180",13.49,"28,060"
711,53,Washington,Building and Grounds Cleaning and Maintenance Occupations,"89,490",16.94,"35,230"
712,54,West Virginia,Building and Grounds Cleaning and Maintenance Occupations,"20,620",12.5,"26,000"
713,55,Wisconsin,Building and Grounds Cleaning and Maintenance Occupations,"81,710",13.99,"29,090"
714,56,Wyoming,Building and Grounds Cleaning and Maintenance Occupations,"11,120",14.39,"29,920"
715,1,Alabama,Personal Care and Service Occupations,"49,460",11.17,"23,220"
716,2,Alaska,Personal Care and Service Occupations,"12,610",15.94,"33,150"
717,4,Arizona,Personal Care and Service Occupations,"112,180",13.28,"27,610"
718,5,Arkansas,Personal Care and Service Occupations,"35,930",11.26,"23,410"
719,6,California,Personal Care and Service Occupations,"953,830",14.3,"29,750"
720,8,Colorado,Personal Care and Service Occupations,"93,270",15.01,"31,220"
721,9,Connecticut,Personal Care and Service Occupations,"70,430",15.32,"31,870"
722,10,Delaware,Personal Care and Service Occupations,"15,570",13.52,"28,130"
723,11,District of Columbia,Personal Care and Service Occupations,"15,930",17.46,"36,310"
724,12,Florida,Personal Care and Service Occupations,"249,900",13.31,"27,680"
725,13,Georgia,Personal Care and Service Occupations,"108,110",12.52,"26,040"
726,15,Hawaii,Personal Care and Service Occupations,"23,390",15.66,"32,580"
727,16,Idaho,Personal Care and Service Occupations,"24,200",12.21,"25,390"
728,17,Illinois,Personal Care and Service Occupations,"169,260",13.76,"28,610"
729,18,Indiana,Personal Care and Service Occupations,"81,330",12,"24,960"
730,19,Iowa,Personal Care and Service Occupations,"52,570",12.71,"26,430"
731,20,Kansas,Personal Care and Service Occupations,"50,270",11.91,"24,780"
732,21,Kentucky,Personal Care and Service Occupations,"57,070",12.62,"26,240"
733,22,Louisiana,Personal Care and Service Occupations,"73,430",10.77,"22,400"
734,23,Maine,Personal Care and Service Occupations,"26,850",13.39,"27,840"
735,24,Maryland,Personal Care and Service Occupations,"92,370",14.44,"30,030"
736,25,Massachusetts,Personal Care and Service Occupations,"161,500",16.32,"33,950"
737,26,Michigan,Personal Care and Service Occupations,"129,640",12.99,"27,020"
738,27,Minnesota,Personal Care and Service Occupations,"144,070",13.72,"28,530"
739,28,Mississippi,Personal Care and Service Occupations,"32,980",11.22,"23,350"
740,29,Missouri,Personal Care and Service Occupations,"120,090",12.05,"25,070"
741,30,Montana,Personal Care and Service Occupations,"15,730",12.64,"26,300"
742,31,Nebraska,Personal Care and Service Occupations,"29,960",13.24,"27,540"
743,32,Nevada,Personal Care and Service Occupations,"80,650",13.24,"27,540"
744,33,New Hampshire,Personal Care and Service Occupations,"23,710",13.97,"29,060"
745,34,New Jersey,Personal Care and Service Occupations,"121,810",15.65,"32,540"
746,35,New Mexico,Personal Care and Service Occupations,"43,250",11.21,"23,320"
747,36,New York,Personal Care and Service Occupations,"454,170",15.31,"31,830"
748,37,North Carolina,Personal Care and Service Occupations,"121,590",12.46,"25,930"
749,38,North Dakota,Personal Care and Service Occupations,"18,410",14.86,"30,920"
750,39,Ohio,Personal Care and Service Occupations,"145,460",12.48,"25,960"
751,40,Oklahoma,Personal Care and Service Occupations,"43,020",11.38,"23,670"
752,41,Oregon,Personal Care and Service Occupations,"84,780",14.17,"29,470"
753,42,Pennsylvania,Personal Care and Service Occupations,"265,740",12.65,"26,320"
754,44,Rhode Island,Personal Care and Service Occupations,"17,590",14.39,"29,930"
755,45,South Carolina,Personal Care and Service Occupations,"59,510",11.64,"24,210"
756,46,South Dakota,Personal Care and Service Occupations,"14,700",12.58,"26,160"
757,47,Tennessee,Personal Care and Service Occupations,"79,870",12.04,"25,040"
758,48,Texas,Personal Care and Service Occupations,"416,030",11.3,"23,500"
759,49,Utah,Personal Care and Service Occupations,"45,320",12.76,"26,550"
760,50,Vermont,Personal Care and Service Occupations,"13,630",15.63,"32,520"
761,51,Virginia,Personal Care and Service Occupations,"126,720",13.26,"27,580"
762,53,Washington,Personal Care and Service Occupations,"120,640",16.49,"34,290"
763,54,West Virginia,Personal Care and Service Occupations,"27,110",11.18,"23,260"
764,55,Wisconsin,Personal Care and Service Occupations,"117,390",12.49,"25,990"
765,56,Wyoming,Personal Care and Service Occupations,"8,300",13.81,"28,730"
766,1,Alabama,Sales and Related Occupations,"211,600",16.92,"35,190"
767,2,Alaska,Sales and Related Occupations,"25,910",18.02,"37,490"
768,4,Arizona,Sales and Related Occupations,"289,090",18.5,"38,480"
769,5,Arkansas,Sales and Related Occupations,"125,230",16.42,"34,160"
770,6,California,Sales and Related Occupations,"1,634,110",21.67,"45,070"
771,8,Colorado,Sales and Related Occupations,"291,900",23.01,"47,850"
772,9,Connecticut,Sales and Related Occupations,"160,550",22.81,"47,440"
773,10,Delaware,Sales and Related Occupations,"48,190",18.77,"39,040"
774,11,District of Columbia,Sales and Related Occupations,"26,740",25.25,"52,510"
775,12,Florida,Sales and Related Occupations,"1,058,680",18.59,"38,660"
776,13,Georgia,Sales and Related Occupations,"472,320",18.16,"37,770"
777,15,Hawaii,Sales and Related Occupations,"63,240",18.46,"38,400"
778,16,Idaho,Sales and Related Occupations,"71,880",17.21,"35,790"
779,17,Illinois,Sales and Related Occupations,"577,930",20.53,"42,700"
780,18,Indiana,Sales and Related Occupations,"286,330",19,"39,520"
781,19,Iowa,Sales and Related Occupations,"154,650",17.33,"36,040"
782,20,Kansas,Sales and Related Occupations,"127,920",18.96,"39,430"
783,21,Kentucky,Sales and Related Occupations,"178,080",16.58,"34,480"
784,22,Louisiana,Sales and Related Occupations,"207,300",15.62,"32,500"
785,23,Maine,Sales and Related Occupations,"57,760",17.55,"36,500"
786,24,Maryland,Sales and Related Occupations,"262,320",20.47,"42,570"
787,25,Massachusetts,Sales and Related Occupations,"317,270",23.52,"48,930"
788,26,Michigan,Sales and Related Occupations,"415,460",19.62,"40,810"
789,27,Minnesota,Sales and Related Occupations,"277,070",21.07,"43,830"
790,28,Mississippi,Sales and Related Occupations,"115,820",14.61,"30,380"
791,29,Missouri,Sales and Related Occupations,"277,800",18.44,"38,360"
792,30,Montana,Sales and Related Occupations,"48,710",17.32,"36,020"
793,31,Nebraska,Sales and Related Occupations,"95,410",18.45,"38,380"
794,32,Nevada,Sales and Related Occupations,"140,120",17.67,"36,750"
795,33,New Hampshire,Sales and Related Occupations,"77,030",19.83,"41,250"
796,34,New Jersey,Sales and Related Occupations,"408,780",22.3,"46,390"
797,35,New Mexico,Sales and Related Occupations,"78,410",15.97,"33,220"
798,36,New York,Sales and Related Occupations,"923,140",26.06,"54,200"
799,37,North Carolina,Sales and Related Occupations,"472,380",19.48,"40,520"
800,38,North Dakota,Sales and Related Occupations,"38,580",19.56,"40,680"
801,39,Ohio,Sales and Related Occupations,"515,320",19.3,"40,140"
802,40,Oklahoma,Sales and Related Occupations,"162,690",17.51,"36,410"
803,41,Oregon,Sales and Related Occupations,"180,430",19.48,"40,520"
804,42,Pennsylvania,Sales and Related Occupations,"553,470",20.03,"41,670"
805,44,Rhode Island,Sales and Related Occupations,"46,230",21.54,"44,800"
806,45,South Carolina,Sales and Related Occupations,"227,570",16.63,"34,590"
807,46,South Dakota,Sales and Related Occupations,"46,820",18.57,"38,620"
808,47,Tennessee,Sales and Related Occupations,"287,500",18.03,"37,500"
809,48,Texas,Sales and Related Occupations,"1,276,460",20.22,"42,070"
810,49,Utah,Sales and Related Occupations,"139,980",18.84,"39,180"
811,50,Vermont,Sales and Related Occupations,"28,250",19.38,"40,300"
812,51,Virginia,Sales and Related Occupations,"397,690",19.78,"41,140"
813,53,Washington,Sales and Related Occupations,"307,380",22.25,"46,280"
814,54,West Virginia,Sales and Related Occupations,"67,260",14.74,"30,650"
815,55,Wisconsin,Sales and Related Occupations,"263,570",19.5,"40,560"
816,56,Wyoming,Sales and Related Occupations,"23,920",17.03,"35,410"
817,1,Alabama,Office and Administrative Support Occupations,"280,290",16.74,"34,810"
818,2,Alaska,Office and Administrative Support Occupations,"51,950",21.49,"44,690"
819,4,Arizona,Office and Administrative Support Occupations,"472,350",18.27,"37,990"
820,5,Arkansas,Office and Administrative Support Occupations,"170,230",16.16,"33,610"
821,6,California,Office and Administrative Support Occupations,"2,438,780",20.79,"43,240"
822,8,Colorado,Office and Administrative Support Occupations,"361,390",19.68,"40,930"
823,9,Connecticut,Office and Administrative Support Occupations,"254,600",21.61,"44,940"
824,10,Delaware,Office and Administrative Support Occupations,"71,050",19.12,"39,770"
825,11,District of Columbia,Office and Administrative Support Occupations,"77,550",25.82,"53,710"
826,12,Florida,Office and Administrative Support Occupations,"1,452,150",17.39,"36,170"
827,13,Georgia,Office and Administrative Support Occupations,"643,490",17.63,"36,670"
828,15,Hawaii,Office and Administrative Support Occupations,"89,730",19.61,"40,800"
829,16,Idaho,Office and Administrative Support Occupations,"106,040",16.67,"34,670"
830,17,Illinois,Office and Administrative Support Occupations,"890,740",18.88,"39,280"
831,18,Indiana,Office and Administrative Support Occupations,"420,780",17.36,"36,110"
832,19,Iowa,Office and Administrative Support Occupations,"217,850",18.04,"37,520"
833,20,Kansas,Office and Administrative Support Occupations,"219,120",17.11,"35,580"
834,21,Kentucky,Office and Administrative Support Occupations,"288,350",16.43,"34,170"
835,22,Louisiana,Office and Administrative Support Occupations,"264,850",16.05,"33,380"
836,23,Maine,Office and Administrative Support Occupations,"92,250",17.51,"36,420"
837,24,Maryland,Office and Administrative Support Occupations,"389,220",19.93,"41,460"
838,25,Massachusetts,Office and Administrative Support Occupations,"496,690",21.65,"45,040"
839,26,Michigan,Office and Administrative Support Occupations,"612,950",18.04,"37,530"
840,27,Minnesota,Office and Administrative Support Occupations,"405,970",19.76,"41,110"
841,28,Mississippi,Office and Administrative Support Occupations,"163,150",15.61,"32,480"
842,29,Missouri,Office and Administrative Support Occupations,"440,920",17.61,"36,640"
843,30,Montana,Office and Administrative Support Occupations,"67,840",16.82,"34,990"
844,31,Nebraska,Office and Administrative Support Occupations,"150,090",17.49,"36,390"
845,32,Nevada,Office and Administrative Support Occupations,"204,430",17.69,"36,780"
846,33,New Hampshire,Office and Administrative Support Occupations,"107,820",18.93,"39,370"
847,34,New Jersey,Office and Administrative Support Occupations,"644,040",20.05,"41,700"
848,35,New Mexico,Office and Administrative Support Occupations,"125,850",16.95,"35,250"
849,36,New York,Office and Administrative Support Occupations,"1,480,630",21.28,"44,250"
850,37,North Carolina,Office and Administrative Support Occupations,"629,880",17.57,"36,540"
851,38,North Dakota,Office and Administrative Support Occupations,"56,770",18.74,"38,980"
852,39,Ohio,Office and Administrative Support Occupations,"815,630",17.95,"37,340"
853,40,Oklahoma,Office and Administrative Support Occupations,"254,090",17.01,"35,390"
854,41,Oregon,Office and Administrative Support Occupations,"275,850",18.96,"39,440"
855,42,Pennsylvania,Office and Administrative Support Occupations,"928,440",18.36,"38,190"
856,44,Rhode Island,Office and Administrative Support Occupations,"72,280",19.93,"41,460"
857,45,South Carolina,Office and Administrative Support Occupations,"304,960",16.81,"34,970"
858,46,South Dakota,Office and Administrative Support Occupations,"63,050",15.48,"32,210"
859,47,Tennessee,Office and Administrative Support Occupations,"468,630",17.41,"36,220"
860,48,Texas,Office and Administrative Support Occupations,"1,994,750",18.03,"37,500"
861,49,Utah,Office and Administrative Support Occupations,"239,340",17.13,"35,640"
862,50,Vermont,Office and Administrative Support Occupations,"40,650",19.23,"39,990"
863,51,Virginia,Office and Administrative Support Occupations,"541,670",18.77,"39,030"
864,53,Washington,Office and Administrative Support Occupations,"442,170",20.9,"43,470"
865,54,West Virginia,Office and Administrative Support Occupations,"104,270",15.91,"33,090"
866,55,Wisconsin,Office and Administrative Support Occupations,"409,200",17.88,"37,200"
867,56,Wyoming,Office and Administrative Support Occupations,"34,250",17.91,"37,250"
868,1,Alabama,"Farming, Fishing, and Forestry Occupations","5,800",16.85,"35,050"
869,2,Alaska,"Farming, Fishing, and Forestry Occupations",530,22.15,"46,080"
870,4,Arizona,"Farming, Fishing, and Forestry Occupations","12,150",13.14,"27,330"
871,5,Arkansas,"Farming, Fishing, and Forestry Occupations","6,280",15.59,"32,420"
872,6,California,"Farming, Fishing, and Forestry Occupations","227,470",13.23,"27,520"
873,8,Colorado,"Farming, Fishing, and Forestry Occupations","7,050",15.6,"32,450"
874,9,Connecticut,"Farming, Fishing, and Forestry Occupations","1,180",16.74,"34,830"
875,10,Delaware,"Farming, Fishing, and Forestry Occupations",930,17.26,"35,910"
876,11,District of Columbia,"Farming, Fishing, and Forestry Occupations",240,22.58,"46,970"
877,12,Florida,"Farming, Fishing, and Forestry Occupations","18,420",14.11,"29,350"
878,13,Georgia,"Farming, Fishing, and Forestry Occupations","11,350",14.55,"30,260"
879,15,Hawaii,"Farming, Fishing, and Forestry Occupations","1,000",18.6,"38,690"
880,16,Idaho,"Farming, Fishing, and Forestry Occupations","6,380",15.38,"32,000"
881,17,Illinois,"Farming, Fishing, and Forestry Occupations","5,600",16.17,"33,640"
882,18,Indiana,"Farming, Fishing, and Forestry Occupations","3,710",14.83,"30,850"
883,19,Iowa,"Farming, Fishing, and Forestry Occupations","5,680",16.96,"35,270"
884,20,Kansas,"Farming, Fishing, and Forestry Occupations","3,820",16.25,"33,790"
885,21,Kentucky,"Farming, Fishing, and Forestry Occupations","4,390",14.56,"30,280"
886,22,Louisiana,"Farming, Fishing, and Forestry Occupations","4,670",17.59,"36,590"
887,23,Maine,"Farming, Fishing, and Forestry Occupations","1,640",17.54,"36,470"
888,24,Maryland,"Farming, Fishing, and Forestry Occupations","2,620",17.3,"35,980"
889,25,Massachusetts,"Farming, Fishing, and Forestry Occupations","1,890",17.81,"37,040"
890,26,Michigan,"Farming, Fishing, and Forestry Occupations","6,100",14.94,"31,070"
891,27,Minnesota,"Farming, Fishing, and Forestry Occupations","3,980",17.46,"36,310"
892,28,Mississippi,"Farming, Fishing, and Forestry Occupations","4,800",17.64,"36,690"
893,29,Missouri,"Farming, Fishing, and Forestry Occupations","4,930",15.98,"33,230"
894,30,Montana,"Farming, Fishing, and Forestry Occupations","1,910",15.75,"32,760"
895,31,Nebraska,"Farming, Fishing, and Forestry Occupations","3,450",17,"35,360"
896,32,Nevada,"Farming, Fishing, and Forestry Occupations",750,15.5,"32,240"
897,33,New Hampshire,"Farming, Fishing, and Forestry Occupations",760,17.01,"35,390"
898,34,New Jersey,"Farming, Fishing, and Forestry Occupations","3,680",14.74,"30,660"
899,35,New Mexico,"Farming, Fishing, and Forestry Occupations","2,810",12.25,"25,470"
900,36,New York,"Farming, Fishing, and Forestry Occupations","5,260",18.05,"37,540"
901,37,North Carolina,"Farming, Fishing, and Forestry Occupations","8,540",16.03,"33,330"
902,38,North Dakota,"Farming, Fishing, and Forestry Occupations","1,040",17.56,"36,530"
903,39,Ohio,"Farming, Fishing, and Forestry Occupations","5,060",15.57,"32,390"
904,40,Oklahoma,"Farming, Fishing, and Forestry Occupations","3,160",15.21,"31,630"
905,41,Oregon,"Farming, Fishing, and Forestry Occupations","13,220",16.7,"34,730"
906,42,Pennsylvania,"Farming, Fishing, and Forestry Occupations","7,200",15.96,"33,200"
907,44,Rhode Island,"Farming, Fishing, and Forestry Occupations",100,16.95,"35,250"
908,45,South Carolina,"Farming, Fishing, and Forestry Occupations","4,060",17.45,"36,300"
909,46,South Dakota,"Farming, Fishing, and Forestry Occupations","1,620",15.08,"31,360"
910,47,Tennessee,"Farming, Fishing, and Forestry Occupations","4,980",15.1,"31,410"
911,48,Texas,"Farming, Fishing, and Forestry Occupations","23,640",13.62,"28,320"
912,49,Utah,"Farming, Fishing, and Forestry Occupations","1,250",14.84,"30,870"
913,50,Vermont,"Farming, Fishing, and Forestry Occupations","1,410",16.91,"35,180"
914,51,Virginia,"Farming, Fishing, and Forestry Occupations","5,830",17.42,"36,230"
915,53,Washington,"Farming, Fishing, and Forestry Occupations","20,270",16.46,"34,240"
916,54,West Virginia,"Farming, Fishing, and Forestry Occupations","1,370",15.44,"32,110"
917,55,Wisconsin,"Farming, Fishing, and Forestry Occupations","5,610",16.27,"33,840"
918,56,Wyoming,"Farming, Fishing, and Forestry Occupations",540,15.68,"32,620"
919,1,Alabama,Construction and Extraction Occupations,"77,840",20.35,"42,330"
920,2,Alaska,Construction and Extraction Occupations,"17,620",31.61,"65,750"
921,4,Arizona,Construction and Extraction Occupations,"124,470",21.7,"45,130"
922,5,Arkansas,Construction and Extraction Occupations,"45,190",18.64,"38,760"
923,6,California,Construction and Extraction Occupations,"658,360",28.67,"59,630"
924,8,Colorado,Construction and Extraction Occupations,"140,690",24.03,"49,990"
925,9,Connecticut,Construction and Extraction Occupations,"50,310",28.34,"58,950"
926,10,Delaware,Construction and Extraction Occupations,"16,420",24.72,"51,410"
927,11,District of Columbia,Construction and Extraction Occupations,"13,600",27.06,"56,290"
928,12,Florida,Construction and Extraction Occupations,"393,030",19.69,"40,940"
929,13,Georgia,Construction and Extraction Occupations,"147,410",20.71,"43,080"
930,15,Hawaii,Construction and Extraction Occupations,"31,940",33.04,"68,730"
931,16,Idaho,Construction and Extraction Occupations,"41,250",20.31,"42,250"
932,17,Illinois,Construction and Extraction Occupations,"183,960",32.23,"67,050"
933,18,Indiana,Construction and Extraction Occupations,"121,940",24.19,"50,310"
934,19,Iowa,Construction and Extraction Occupations,"66,840",22.44,"46,670"
935,20,Kansas,Construction and Extraction Occupations,"57,550",21.78,"45,310"
936,21,Kentucky,Construction and Extraction Occupations,"70,900",22.6,"47,020"
937,22,Louisiana,Construction and Extraction Occupations,"127,740",22.26,"46,310"
938,23,Maine,Construction and Extraction Occupations,"26,140",20.91,"43,490"
939,24,Maryland,Construction and Extraction Occupations,"118,520",24.36,"50,670"
940,25,Massachusetts,Construction and Extraction Occupations,"128,570",30.62,"63,700"
941,26,Michigan,Construction and Extraction Occupations,"142,820",24.67,"51,310"
942,27,Minnesota,Construction and Extraction Occupations,"100,510",28.63,"59,550"
943,28,Mississippi,Construction and Extraction Occupations,"41,250",19.24,"40,030"
944,29,Missouri,Construction and Extraction Occupations,"107,240",25.76,"53,590"
945,30,Montana,Construction and Extraction Occupations,"28,300",23.56,"49,010"
946,31,Nebraska,Construction and Extraction Occupations,"43,840",21.33,"44,360"
947,32,Nevada,Construction and Extraction Occupations,"73,650",24.5,"50,960"
948,33,New Hampshire,Construction and Extraction Occupations,"22,000",23.27,"48,390"
949,34,New Jersey,Construction and Extraction Occupations,"121,250",29.92,"62,240"
950,35,New Mexico,Construction and Extraction Occupations,"53,440",21.32,"44,350"
951,36,New York,Construction and Extraction Occupations,"346,320",31.14,"64,770"
952,37,North Carolina,Construction and Extraction Occupations,"167,930",19.7,"40,970"
953,38,North Dakota,Construction and Extraction Occupations,"33,270",26.68,"55,500"
954,39,Ohio,Construction and Extraction Occupations,"187,630",24.28,"50,500"
955,40,Oklahoma,Construction and Extraction Occupations,"85,600",21.72,"45,170"
956,41,Oregon,Construction and Extraction Occupations,"82,790",26.08,"54,240"
957,42,Pennsylvania,Construction and Extraction Occupations,"221,610",25.52,"53,070"
958,44,Rhode Island,Construction and Extraction Occupations,"16,750",26.09,"54,260"
959,45,South Carolina,Construction and Extraction Occupations,"83,040",19.82,"41,220"
960,46,South Dakota,Construction and Extraction Occupations,"22,060",19.13,"39,790"
961,47,Tennessee,Construction and Extraction Occupations,"96,050",20.09,"41,790"
962,48,Texas,Construction and Extraction Occupations,"629,030",21.4,"44,510"
963,49,Utah,Construction and Extraction Occupations,"87,750",21.83,"45,400"
964,50,Vermont,Construction and Extraction Occupations,"13,420",22.18,"46,130"
965,51,Virginia,Construction and Extraction Occupations,"158,230",21.89,"45,530"
966,53,Washington,Construction and Extraction Occupations,"161,140",29.23,"60,810"
967,54,West Virginia,Construction and Extraction Occupations,"43,440",23.31,"48,490"
968,55,Wisconsin,Construction and Extraction Occupations,"105,160",25.9,"53,870"
969,56,Wyoming,Construction and Extraction Occupations,"26,820",25.16,"52,340"
970,1,Alabama,"Installation, Maintenance, and Repair Occupations","93,170",22.17,"46,120"
971,2,Alaska,"Installation, Maintenance, and Repair Occupations","17,460",29.47,"61,300"
972,4,Arizona,"Installation, Maintenance, and Repair Occupations","113,160",22.49,"46,790"
973,5,Arkansas,"Installation, Maintenance, and Repair Occupations","56,970",20.5,"42,640"
974,6,California,"Installation, Maintenance, and Repair Occupations","530,320",26.13,"54,360"
975,8,Colorado,"Installation, Maintenance, and Repair Occupations","101,450",24.75,"51,480"
976,9,Connecticut,"Installation, Maintenance, and Repair Occupations","54,330",27.15,"56,470"
977,10,Delaware,"Installation, Maintenance, and Repair Occupations","16,850",24.65,"51,260"
978,11,District of Columbia,"Installation, Maintenance, and Repair Occupations","9,640",28.85,"60,000"
979,12,Florida,"Installation, Maintenance, and Repair Occupations","359,250",20.84,"43,340"
980,13,Georgia,"Installation, Maintenance, and Repair Occupations","182,390",22.47,"46,730"
981,15,Hawaii,"Installation, Maintenance, and Repair Occupations","25,220",27.12,"56,410"
982,16,Idaho,"Installation, Maintenance, and Repair Occupations","31,110",21.39,"44,500"
983,17,Illinois,"Installation, Maintenance, and Repair Occupations","214,110",24.52,"50,990"
984,18,Indiana,"Installation, Maintenance, and Repair Occupations","131,960",21.98,"45,720"
985,19,Iowa,"Installation, Maintenance, and Repair Occupations","67,290",22.69,"47,200"
986,20,Kansas,"Installation, Maintenance, and Repair Occupations","60,260",22.45,"46,700"
987,21,Kentucky,"Installation, Maintenance, and Repair Occupations","87,420",22.33,"46,440"
988,22,Louisiana,"Installation, Maintenance, and Repair Occupations","94,350",22,"45,770"
989,23,Maine,"Installation, Maintenance, and Repair Occupations","25,560",21.84,"45,420"
990,24,Maryland,"Installation, Maintenance, and Repair Occupations","104,250",25.26,"52,530"
991,25,Massachusetts,"Installation, Maintenance, and Repair Occupations","103,230",26.86,"55,880"
992,26,Michigan,"Installation, Maintenance, and Repair Occupations","171,540",22.99,"47,810"
993,27,Minnesota,"Installation, Maintenance, and Repair Occupations","100,030",24.04,"50,010"
994,28,Mississippi,"Installation, Maintenance, and Repair Occupations","51,980",20.82,"43,300"
995,29,Missouri,"Installation, Maintenance, and Repair Occupations","112,120",21.99,"45,740"
996,30,Montana,"Installation, Maintenance, and Repair Occupations","22,190",22.96,"47,750"
997,31,Nebraska,"Installation, Maintenance, and Repair Occupations","40,870",22.51,"46,820"
998,32,Nevada,"Installation, Maintenance, and Repair Occupations","51,980",24.74,"51,450"
999,33,New Hampshire,"Installation, Maintenance, and Repair Occupations","24,560",24.67,"51,310"
1000,34,New Jersey,"Installation, Maintenance, and Repair Occupations","137,090",26.38,"54,860"
1001,35,New Mexico,"Installation, Maintenance, and Repair Occupations","32,570",21.83,"45,400"
1002,36,New York,"Installation, Maintenance, and Repair Occupations","311,850",25.75,"53,560"
1003,37,North Carolina,"Installation, Maintenance, and Repair Occupations","188,380",22.2,"46,180"
1004,38,North Dakota,"Installation, Maintenance, and Repair Occupations","22,710",26.46,"55,030"
1005,39,Ohio,"Installation, Maintenance, and Repair Occupations","206,510",22.45,"46,710"
1006,40,Oklahoma,"Installation, Maintenance, and Repair Occupations","76,670",22.07,"45,900"
1007,41,Oregon,"Installation, Maintenance, and Repair Occupations","65,800",23.51,"48,900"
1008,42,Pennsylvania,"Installation, Maintenance, and Repair Occupations","237,190",23.45,"48,770"
1009,44,Rhode Island,"Installation, Maintenance, and Repair Occupations","15,730",24.14,"50,210"
1010,45,South Carolina,"Installation, Maintenance, and Repair Occupations","95,050",21.5,"44,730"
1011,46,South Dakota,"Installation, Maintenance, and Repair Occupations","16,950",22.65,"47,100"
1012,47,Tennessee,"Installation, Maintenance, and Repair Occupations","127,750",21.77,"45,290"
1013,48,Texas,"Installation, Maintenance, and Repair Occupations","520,660",22.57,"46,940"
1014,49,Utah,"Installation, Maintenance, and Repair Occupations","54,980",22.82,"47,480"
1015,50,Vermont,"Installation, Maintenance, and Repair Occupations","11,920",22.92,"47,670"
1016,51,Virginia,"Installation, Maintenance, and Repair Occupations","159,140",24.3,"50,540"
1017,53,Washington,"Installation, Maintenance, and Repair Occupations","129,080",26.59,"55,300"
1018,54,West Virginia,"Installation, Maintenance, and Repair Occupations","35,720",20.67,"42,980"
1019,55,Wisconsin,"Installation, Maintenance, and Repair Occupations","110,920",22.88,"47,590"
1020,56,Wyoming,"Installation, Maintenance, and Repair Occupations","17,190",27.1,"56,360"
1021,1,Alabama,Production Occupations,"218,860",17.24,"35,850"
1022,2,Alaska,Production Occupations,"10,120",22.49,"46,790"
1023,4,Arizona,Production Occupations,"112,060",18.41,"38,290"
1024,5,Arkansas,Production Occupations,"118,630",16.49,"34,310"
1025,6,California,Production Occupations,"836,260",19.38,"40,320"
1026,8,Colorado,Production Occupations,"102,540",19.71,"40,990"
1027,9,Connecticut,Production Occupations,"93,800",21.99,"45,740"
1028,10,Delaware,Production Occupations,"19,760",18.71,"38,920"
1029,11,District of Columbia,Production Occupations,"5,110",27,"56,150"
1030,12,Florida,Production Occupations,"308,970",17,"35,360"
1031,13,Georgia,Production Occupations,"311,820",16.83,"35,000"
1032,15,Hawaii,Production Occupations,"15,100",20.29,"42,210"
1033,16,Idaho,Production Occupations,"47,760",17.7,"36,820"
1034,17,Illinois,Production Occupations,"431,220",18.85,"39,220"
1035,18,Indiana,Production Occupations,"388,180",18.61,"38,710"
1036,19,Iowa,Production Occupations,"148,650",18.39,"38,240"
1037,20,Kansas,Production Occupations,"115,460",19.37,"40,290"
1038,21,Kentucky,Production Occupations,"197,030",18.77,"39,050"
1039,22,Louisiana,Production Occupations,"105,450",22.22,"46,210"
1040,23,Maine,Production Occupations,"35,900",19.43,"40,410"
1041,24,Maryland,Production Occupations,"80,640",19.62,"40,810"
1042,25,Massachusetts,Production Occupations,"152,320",20.57,"42,790"
1043,26,Michigan,Production Occupations,"472,680",19.1,"39,730"
1044,27,Minnesota,Production Occupations,"214,230",19.78,"41,140"
1045,28,Mississippi,Production Occupations,"108,810",16.92,"35,200"
1046,29,Missouri,Production Occupations,"207,770",18.23,"37,920"
1047,30,Montana,Production Occupations,"18,030",19.66,"40,900"
1048,31,Nebraska,Production Occupations,"77,460",18.54,"38,560"
1049,32,Nevada,Production Occupations,"51,600",17.79,"37,000"
1050,33,New Hampshire,Production Occupations,"45,500",19.63,"40,830"
1051,34,New Jersey,Production Occupations,"171,360",19.3,"40,130"
1052,35,New Mexico,Production Occupations,"27,090",19.64,"40,850"
1053,36,New York,Production Occupations,"327,890",19.74,"41,060"
1054,37,North Carolina,Production Occupations,"343,450",17.03,"35,430"
1055,38,North Dakota,Production Occupations,"24,130",20.81,"43,280"
1056,39,Ohio,Production Occupations,"497,280",18.81,"39,130"
1057,40,Oklahoma,Production Occupations,"107,690",19.16,"39,850"
1058,41,Oregon,Production Occupations,"118,750",19.03,"39,580"
1059,42,Pennsylvania,Production Occupations,"377,960",19.21,"39,950"
1060,44,Rhode Island,Production Occupations,"30,140",19.75,"41,070"
1061,45,South Carolina,Production Occupations,"199,480",18.75,"39,000"
1062,46,South Dakota,Production Occupations,"32,440",16.76,"34,850"
1063,47,Tennessee,Production Occupations,"265,850",17.68,"36,780"
1064,48,Texas,Production Occupations,"679,950",19.05,"39,620"
1065,49,Utah,Production Occupations,"94,000",17.96,"37,350"
1066,50,Vermont,Production Occupations,"19,630",19.57,"40,700"
1067,51,Virginia,Production Occupations,"181,300",18.45,"38,390"
1068,53,Washington,Production Occupations,"177,600",22.86,"47,560"
1069,54,West Virginia,Production Occupations,"37,930",19.51,"40,590"
1070,55,Wisconsin,Production Occupations,"337,370",18.72,"38,940"
1071,56,Wyoming,Production Occupations,"12,540",26.61,"55,340"
1072,1,Alabama,Transportation and Material Moving Occupations,"148,700",16.1,"33,480"
